"tag_id","sensor_type_id","gps_satellite_count","ground_speed","gt_tx_count","heading","location_lat","location_long","tag_voltage","timestamp","update_ts","visible","deployment_id","event_id","sensor_type","tag_local_identifier","location_long.1","location_lat.1","optional","sensor","timestamps","trackId","individual_id","local_identifier","ring_id","sex","taxon_canonical_name"
56853250,653,6,1.8,NA,1.39,69.128117,48.761833,4.18,2013-08-08 06:47:31,"1970-01-01 00:00:00.000","true",56853924,566120615,"GPS",380,48.761833,69.128117,TRUE,"GPS",2013-08-08 06:47:31,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,6,4.51,NA,1.35,69.135267,48.7753,4.21,2013-08-08 07:49:34,"1970-01-01 00:00:00.000","true",56853924,566120616,"GPS",380,48.7753,69.135267,TRUE,"GPS",2013-08-08 07:49:34,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,5,8.43,NA,1.78,69.141817,48.758833,4.22,2013-08-08 08:20:35,"1970-01-01 00:00:00.000","true",56853924,566120617,"GPS",380,48.758833,69.141817,TRUE,"GPS",2013-08-08 08:20:35,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,4,0.3,NA,1.45,69.1428,48.749483,4.17,2013-08-08 16:07:34,"1970-01-01 00:00:00.000","true",56853924,566120618,"GPS",380,48.749483,69.1428,TRUE,"GPS",2013-08-08 16:07:34,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,8,0.61,NA,2.09,69.1427,48.733783,4.14,2013-08-08 17:09:22,"1970-01-01 00:00:00.000","true",56853924,566120619,"GPS",380,48.733783,69.1427,TRUE,"GPS",2013-08-08 17:09:22,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,6,0,NA,1.52,69.14265,48.721767,4.12,2013-08-08 17:40:20,"1970-01-01 00:00:00.000","true",56853924,566120620,"GPS",380,48.721767,69.14265,TRUE,"GPS",2013-08-08 17:40:20,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,4,2.7,NA,2.98,69.140367,48.722167,4.01,2013-08-09 01:24:51,"1970-01-01 00:00:00.000","true",56853924,566120621,"GPS",380,48.722167,69.140367,TRUE,"GPS",2013-08-09 01:24:51,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,4,0,NA,1.26,69.1397,48.721167,3.97,2013-08-09 02:26:44,"1970-01-01 00:00:00.000","true",56853924,566120622,"GPS",380,48.721167,69.1397,TRUE,"GPS",2013-08-09 02:26:44,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,6,1.83,NA,0.97,69.140617,48.723367,4,2013-08-09 02:57:33,"1970-01-01 00:00:00.000","true",56853924,566120623,"GPS",380,48.723367,69.140617,TRUE,"GPS",2013-08-09 02:57:33,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,5,4.27,NA,0.98,69.14125,48.718417,4.12,2013-08-09 10:41:39,"1970-01-01 00:00:00.000","true",56853924,566120624,"GPS",380,48.718417,69.14125,TRUE,"GPS",2013-08-09 10:41:39,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,5,3.05,NA,1.31,69.14055,48.723567,4.08,2013-08-09 11:59:01,"1970-01-01 00:00:00.000","true",56853924,566120625,"GPS",380,48.723567,69.14055,TRUE,"GPS",2013-08-09 11:59:01,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,5,1.52,NA,1.27,69.1404,48.723317,4.1,2013-08-09 12:14:35,"1970-01-01 00:00:00.000","true",56853924,566120626,"GPS",380,48.723317,69.1404,TRUE,"GPS",2013-08-09 12:14:35,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,5,4.08,NA,1.21,69.141017,48.722233,4.1,2013-08-09 12:30:05,"1970-01-01 00:00:00.000","true",56853924,566120627,"GPS",380,48.722233,69.141017,TRUE,"GPS",2013-08-09 12:30:05,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,4,2.02,NA,1.7,69.149517,48.71415,4.07,2013-08-09 20:13:44,"1970-01-01 00:00:00.000","true",56853924,566120628,"GPS",380,48.71415,69.149517,TRUE,"GPS",2013-08-09 20:13:44,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,10,0.61,NA,0.82,69.149567,48.714067,4.02,2013-08-09 21:15:18,"1970-01-01 00:00:00.000","true",56853924,566120629,"GPS",380,48.714067,69.149567,TRUE,"GPS",2013-08-09 21:15:18,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,9,1.22,NA,0.88,69.149583,48.714117,4,2013-08-09 21:46:08,"1970-01-01 00:00:00.000","true",56853924,566120630,"GPS",380,48.714117,69.149583,TRUE,"GPS",2013-08-09 21:46:08,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,8,78.19,NA,1.12,69.153033,48.722067,4,2013-08-10 05:30:21,"1970-01-01 00:00:00.000","true",56853924,566120631,"GPS",380,48.722067,69.153033,TRUE,"GPS",2013-08-10 05:30:21,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,6,3.03,NA,1.29,69.152917,48.720167,4.16,2013-08-10 06:31:21,"1970-01-01 00:00:00.000","true",56853924,566120632,"GPS",380,48.720167,69.152917,TRUE,"GPS",2013-08-10 06:31:21,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,5,1.77,NA,1.29,69.15595,48.703617,4.13,2013-08-10 07:02:21,"1970-01-01 00:00:00.000","true",56853924,566120633,"GPS",380,48.703617,69.15595,TRUE,"GPS",2013-08-10 07:02:21,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,8,0.91,NA,0.81,69.155083,48.70025,4.13,2013-08-10 14:47:08,"1970-01-01 00:00:00.000","true",56853924,566120634,"GPS",380,48.70025,69.155083,TRUE,"GPS",2013-08-10 14:47:08,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,7,0.3,NA,0.95,69.1564,48.699717,4.11,2013-08-10 15:48:59,"1970-01-01 00:00:00.000","true",56853924,566120635,"GPS",380,48.699717,69.1564,TRUE,"GPS",2013-08-10 15:48:59,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,6,3.54,NA,1.21,69.156367,48.699033,4.13,2013-08-10 16:20:01,"1970-01-01 00:00:00.000","true",56853924,566120636,"GPS",380,48.699033,69.156367,TRUE,"GPS",2013-08-10 16:20:01,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,4,2.57,NA,1.95,69.156467,48.705283,3.94,2013-08-11 00:03:20,"1970-01-01 00:00:00.000","true",56853924,566120637,"GPS",380,48.705283,69.156467,TRUE,"GPS",2013-08-11 00:03:20,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,5,22.36,NA,1.27,69.1564,48.704183,3.89,2013-08-11 01:05:04,"1970-01-01 00:00:00.000","true",56853924,566120638,"GPS",380,48.704183,69.1564,TRUE,"GPS",2013-08-11 01:05:04,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,5,0,NA,1.23,69.156567,48.703633,3.95,2013-08-11 01:35:59,"1970-01-01 00:00:00.000","true",56853924,566120639,"GPS",380,48.703633,69.156567,TRUE,"GPS",2013-08-11 01:35:59,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,4,6.71,NA,1.97,69.152783,48.7042,4.23,2013-08-11 09:20:33,"1970-01-01 00:00:00.000","true",56853924,566120640,"GPS",380,48.7042,69.152783,TRUE,"GPS",2013-08-11 09:20:33,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,5,0.91,NA,1.63,69.156183,48.697683,4.16,2013-08-11 10:22:21,"1970-01-01 00:00:00.000","true",56853924,566120641,"GPS",380,48.697683,69.156183,TRUE,"GPS",2013-08-11 10:22:21,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,6,0.91,NA,1.17,69.1563,48.696883,4.22,2013-08-11 10:53:56,"1970-01-01 00:00:00.000","true",56853924,566120642,"GPS",380,48.696883,69.1563,TRUE,"GPS",2013-08-11 10:53:56,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,8,0.91,NA,1.01,69.156667,48.703367,4.07,2013-08-11 18:38:00,"1970-01-01 00:00:00.000","true",56853924,566120643,"GPS",380,48.703367,69.156667,TRUE,"GPS",2013-08-11 18:38:00,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,4,1.52,NA,1.37,69.15665,48.703133,4.17,2013-08-11 19:40:17,"1970-01-01 00:00:00.000","true",56853924,566120644,"GPS",380,48.703133,69.15665,TRUE,"GPS",2013-08-11 19:40:17,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,6,1.09,NA,1.01,69.156667,48.703283,4.16,2013-08-11 20:10:56,"1970-01-01 00:00:00.000","true",56853924,566120645,"GPS",380,48.703283,69.156667,TRUE,"GPS",2013-08-11 20:10:56,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,5,0,NA,1.18,69.152967,48.703967,4.02,2013-08-12 03:54:56,"1970-01-01 00:00:00.000","true",56853924,566120646,"GPS",380,48.703967,69.152967,TRUE,"GPS",2013-08-12 03:54:56,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,8,2.13,NA,0.97,69.152017,48.704,4.06,2013-08-12 04:55:56,"1970-01-01 00:00:00.000","true",56853924,566120647,"GPS",380,48.704,69.152017,TRUE,"GPS",2013-08-12 04:55:56,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,6,3.66,NA,1.33,69.150917,48.7086,4.07,2013-08-12 05:26:52,"1970-01-01 00:00:00.000","true",56853924,566120648,"GPS",380,48.7086,69.150917,TRUE,"GPS",2013-08-12 05:26:52,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,6,6.4,NA,1.23,69.152533,48.703167,4.06,2013-08-12 13:10:23,"1970-01-01 00:00:00.000","true",56853924,566120649,"GPS",380,48.703167,69.152533,TRUE,"GPS",2013-08-12 13:10:23,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,5,2.02,NA,1.59,69.156533,48.702983,3.98,2013-08-12 14:11:59,"1970-01-01 00:00:00.000","true",56853924,566120650,"GPS",380,48.702983,69.156533,TRUE,"GPS",2013-08-12 14:11:59,"X742",56850841,742,"CS007378","m","Anser albifrons"
56853250,653,5,3.05,NA,1.19,69.1545,48.701717,3.99,2013-08-12 14:42:49,"1970-01-01 00:00:00.000","true",56853924,566120651,"GPS",380,48.701717,69.1545,TRUE,"GPS",2013-08-12 14:42:49,"X742",56850841,742,"CS007378","m","Anser albifrons"
